gene_id	symbol	lib15-rpkm-heat	lib17-rpkm-control       (right/left: >2  up expressed, < 0.5 down expressed)
423487	PPP1R13B	10.94	11.52
423488	TDRD9	0.06	0.13
423489	KIF26A	1.86	0.4
423490	LOC423490	0	0
423491	TMEM179	0	0
423492	INF2	1.08	0.52
423493	SIVA1	10.64	6.89
423494	KIAA0284	9.86	11.37
423496	PLD4	0.04	0
423497	AHNAK2	3.37	2.14
423498	C5H14orf79	0.27	0.39
423499	LOC423499	9.48	6.39
423500	CDCA4	22.61	34.12
423501	NUDT14	15.83	15.28
423503	BRF1	4.79	12.86
423504	HSPA2	6811.91	135.06
423505	ZBTB25	4.79	2.59
423506	LOC423506	3.22	2.11
423508	MTHFD1	154.77	137.47
423510	WDR89	9.9	11.35
423512	PPP2R5E	9.22	8.18
423513	RHOJ	0.03	0.04
423514	KCNH5	0.04	0.16
423516	SYT16	0.26	0.12
423517	SNAPC1	7.45	8.52
423518	PRKCH	0.83	0.93
423519	SLC38A6	1.65	1.92
423520	TRMT5	6.2	6.4
423521	MNAT1	9.04	12.07
423523	LOC423523	0	0
423524	C14orf39	0	0
423525	PPM1A	65.88	85.03
423526	LOC423526	0.29	0.37
423527	DHRS7	137.89	247.51
423528	C5H14orf135	0.94	1.66
423530	C14orf100	9.98	9.69
423531	C14orf149	3.75	4.78
423532	DAAM1	10.78	23.96
423536	LOC423536	0	0
423540	KIAA0586	4.52	4.68
423541	ARID4A	7.75	8.12
423542	PSMA3	130.29	128.7
423543	ACTR10	13.62	18.92
423544	ACTR10	0.17	0.56
423545	C5H14orf37	4	5.05
423546	LOC423546	1.56	1.38
423547	NAT12	25.51	21.34
423548	C14orf108	16.96	11.29
423549	EXOC5	23.52	28.3
423551	C5H14orf101	3.55	4.6
423554	FBXO34	5.77	7.96
423555	DLG7	4.88	14.25
423556	C14orf32	40.78	35.09
423557	SOCS4	2.04	2.02
423558	WDHD1	0.96	1.99
423559	SAMD4A	21.09	12.87
423560	GMFB	42.33	69.95
423561	CNIH	161.45	147.06
423563	MDGA2	0	0
423565	PPIL5	7.06	7.12
423566	C14orf104	5.98	6.51
423567	POLE2	8.28	16.42
423568	KLHDC1	7.07	12.25
423569	KLHDC2	16.85	19.72
423571	C14orf138	1.98	2.53
423572	SOS2	13.65	12.18
423573	L2HGDH	1.68	2.7
423574	ATP5S	1.78	3.28
423575	CDKL1	1.22	1.55
423576	MAP4K5	7.57	10.01
423577	SPG3A	4.76	4.17
423578	SAV1	14.23	13.58
423579	TRIM9	2.96	1.94
423580	TXNDC1	0	0
423581	GNG2	4.9	1.5
423583	NID2	0.03	0.04
423584	TXNDC16	2.69	3.38
423585	ERO1L	11.75	18.6
423586	PSMC6	106.54	101.17
423587	STYX	8.34	6.71
423588	GNPNAT1	117.89	151.8
423589	PLEKHC1	11.43	10.29
423592	DDHD1	12.73	9.48
423593	C14orf106	4.05	7.47
423595	KIAA0423	8.52	5.38
423596	KLHL28	7.18	7.6
423599	LRFN5	25.46	11.43
423600	CAT	14.85	26.07
423602	FAM13C1	0.28	0.64
423603	PHYHIPL	0.13	0.3
423604	BICC1	11.13	6.93
423605	LOC423605	0	0
423606	KIAA1128	5.9	8.65
423608	WAPAL	25.29	35.94
423609	OPN4	0	0.04
423610	LOC423610	0.04	0.05
423611	MMRN2	0.19	0.31
423612	GLUD1	23.11	99.35
423613	LOC423613	8.33	9.89
423614	SYT15	0	0.05
423615	NCOA4	114.15	96.53
423616	TIMM23	8.86	14.92
423617	PARG	18.8	27.17
423618	OGDHL	4.09	4.83
423619	RGR	0	0
423621	GHITM	142.75	137.22
423623	LOC423623	0.12	0.1
423624	TSPAN14	19.89	21.38
423625	C10orf58	32.56	52.05
423626	EXOSC3	7.67	7.11
423627	DYDC1	0	0
423628	MAT1A	47.34	22.2
423629	LOC423629	8.05	5.07
423630	LL	1.06	0.48
423631	RASGEF1A	6.37	5.65
423632	CSGALNACT2	10.36	8.78
423633	BMS1	39.3	40.35
423634	C10orf57	8.16	10.17
423635	LOC423635	2.48	3.03
423636	LOC423636	0.71	0.3
423637	ANXA11	57.13	33.85
423638	ECD	10.87	24.81
423639	LOC423639	6.7	8.39
423640	DNAJC9	10.35	12.03
423641	UBE2D1	8.43	10.37
423642	CISD1	125.42	155.82
423644	PCDH15	0.43	0.07
423646	SIRT1	25.51	34.37
423647	DNAJC12	14.77	15.5
423648	CTNNA3	0.42	0.21
423649	LRRTM3	0	0.04
423653	LOC423653	2.76	0.7
423654	REEP3	10.63	11.48
423655	JMJD1C	12.33	15.86
423656	NRBF2	7.89	7.94
423658	ZNF365	34.2	17.86
423660	PLEKHK1	5.85	7.43
423661	ARID5B	48.76	18.2
423662	C6H10orf107	0.64	1.16
423663	TMEM26	0	0.04
423664	RHOBTB1	17.55	20.44
423666	CCDC6	11.02	18.88
423667	SLC16A9	5.19	2.76
423668	RSFR	0.09	0
423669	CHUK	11.13	16.25
423670	ERLIN1	22.44	34.25
423672	ADAM8	0	0
423673	TUBGCP2	6.49	11.55
423674	C10orf59	0.44	1.18
423675	PTEN	54.17	41.07
423676	ATAD1	10.35	15.74
423678	PAPSS2	3.56	4.21
423679	ASAH2	0.19	0.18
423680	A1CF	6.15	15.04
423682	PRKG1	0	0
423683	HERC4	9.98	9.99
423684	MYPN	0	0.04
423685	PBLD	7.28	15.2
423686	HNRNPH3	118	116.4
423687	RUFY2	1.57	2.71
423688	DNA2L	3.92	9.41
423689	SLC25A16	8.77	14.45
423690	TET1	3.96	4.97
423692	CCAR1	40.41	39.97
423693	LOC423693	33.77	45.4
423694	KIAA1279	17.99	15.99
423695	SRGN	0.1	0
423696	VPS26A	31.08	30.74
423697	SUPV3L1	13.39	19.91
423698	HKDC1	0.02	0.25
423699	TSPAN15	0.51	0.45
423703	NUDT13	0.71	1.26
423704	P4HA1	67.22	61.92
423705	PLA2G12B	11.71	24.04
423706	OIT3	2.08	1.45
423707	DNAJB12	17.58	21.06
423708	C10orf104	20.86	34.54
423709	ASCC1	3.81	7.37
423711	SAR1A	41.04	49.09
423712	ADAMTS14	0.06	0.03
423714	SGPL1	6.51	11.65
423716	UNC5B	5.05	4.02
423717	SLC29A3	1.78	2.75
423718	CDH23	0.02	0
423719	LOC423719	0.21	0.18
423720	AIFM2	0.59	0.49
423721	H2AFY2	3.63	8.69
423722	C10orf56	4.88	3.44
423723	PPIF	50.56	52.37
423724	ZMIZ1	0.36	0.41
423726	RPS24	590.02	478.7
423727	POLR3A	8.44	9.89
423728	DLG5	5.09	5.08
423730	COMTD1	20.16	22.84
423731	LOC423731	0	0
423732	DUSP13	0.38	0.19
423733	DUPD1	0.16	0.1
423734	MYST4	2.26	2.74
423735	ADK	63.05	65.12
423736	AP3M1	47.73	49.1
423737	CAMK2G	5.51	4.68
423738	NDST2	4.27	6.2
423739	KIAA0913	6.25	4.21
423740	LOC423740	2.85	3.1
423741	CHCHD1	5.61	5.5
423742	SEC24C	45.16	60.41
423743	SYNPO2L	0	0
423744	MYOZ1	0	0
423746	USP54	26.11	14.88
423747	ANXA7	14.61	18.35
423748	EIF3F	66.85	69.21
423749	SORBS1	2.4	4.32
423750	HELLS	26.35	48.39
423752	LOC423752	0	0.13
423753	LOC423753	1.41	25.98
423754	TLL2	0.05	0.12
423755	NOLC1	89.7	92.81
423756	PITX3	0.35	0.44
423758	GBF1	16.12	16.1
423759	TMEM150	1.34	1.43
423760	PSD	2.51	2.02
423761	CUEDC2	13.31	10.54
423763	NDUFB8	56.68	83.28
423764	SEC31B	6.67	15.29
423767	ABCG2	2.22	5.13
423768	BLOC1S2	3.02	5.8
423769	ALOX5	0.05	0.21
423770	8-Mar	1.69	3.1
423771	ANUBL1	0.71	1.04
423772	LOC423772	11.24	12.08
423773	MSMB	0.21	0.45
423774	ANXA8	5.51	0.41
423775	LOC423775	0	0
423776	GDF10	0	0
423777	FRMPD2	0.48	0.98
423778	MAPK8	6.21	7.73
423779	ARHGAP22	0.58	0.93
423781	WDFY4	0.02	0.01
423782	C10orf72	0.11	0.26
423783	LOC423783	0.07	0.09
423784	C6H10orf71	0.01	0.03
423785	PGBD3	5.05	6.48
423786	LOC423786	0	0.13
423787	ACTA2	0.75	1.5
423788	CH25H	2.57	0.67
423789	LIPA	39.91	33.65
423790	IFIT5	0.4	0.32
423791	SLC16A12	0.39	0.9
423792	PANK1	78.27	72.66
423793	LOC423793	0.27	0.45
423794	HTR7	0.86	1.71
423795	RPP30	7.72	7.5
423796	PCGF5	10.86	10.4
423799	NOC3L	16.91	23.99
423800	TMEM20	9.13	8.62
423802	LGI1	0.43	0.47
423803	C10orf4	7.41	9.76
423804	CEP55	2.03	3.91
423805	FER1L3	1.32	1.16
423806	CYP26C1	0.11	0
423807	EXOC6	3.03	6.27
423809	KIF11	3.11	13.89
423814	IDE	9.67	12.89
423815	5-Mar	9.35	12.69
423816	CPEB3	0.91	0.64
423817	BTAF1	7.34	8.76
423818	DUSP11	3.15	3.93
423820	LOC423820	0.38	0.49
423821	CCNJ	4.87	5.6
423822	LOC423822	0.08	0.4
423824	KNDC1	0	0
423825	GPR123	0	0
423826	ENTPD1	0.59	0.3
423827	DNMBP	5.68	6.28
423828	ABCC2	52.23	21.61
423829	CUTC	28.77	28.97
423830	COX15	12.1	21.65
423832	SLC25A28	16.91	15.29
423833	CNNM1	1.68	1.73
423834	HPSE2	0.38	0.44
423835	C10orf28	2.79	2.76
423837	LOC423837	0	0
423838	SFRP5	0.77	0.33
423839	ZFYVE27	3.95	7.06
423841	ANKRD2	1.51	1.24
423842	MMS19	13.12	15.44
423843	ZDHHC16	12.62	10.82
423844	EXOSC1	0.95	1.19
423845	RRP12	24.66	26.08
423846	ARHGAP19	1.92	6.91
423847	LCOR	2.4	2.89
423848	PPRC1	19.84	20.75
423850	C6H10orf76	12.21	14.64
423851	MGEA5	21.02	25.11
423852	DPCD	4.06	5.81
423853	POLL	4.49	3.55
423854	BTRC	6.61	4.7
423856	KAZALD1	0.32	0.15
423857	SEMA4G	8.2	15.26
423858	C10orf6	3.7	4.16
423860	LOC423860	0.08	0.1
423861	TMEM180	16.59	13.56
423862	ACTR1A	46.78	48.73
423864	TRIM8	7.39	5.7
423865	ARL3	11.29	9.45
423866	SFXN2	3.42	6.49
423867	C6H10orf26	20.53	20.61
423869	C6H10orf32	11.94	14.33
423870	AS3MT	9.86	12.21
423871	NT5C2	14.47	26.92
423872	TAF5	11.44	9.12
423874	PDCD11	22.2	29.85
423875	NEURL1	0.53	1.35
423876	SH3PXD2A	1.22	0.24
423877	OBFC1	4.46	2.87
423878	SLK	6.58	13.83
423879	LOC423879	0.3	0.47
423881	GSTO1	46.22	64.62
423882	C10orf80	0.07	0.07
423883	LOC423883	0	0
423884	SORCS3	0.02	0
423885	SORCS1	1.4	0.7
423886	XPNPEP1	36.12	27.14
423888	MXI1	40.04	32.07
423889	SMNDC1	21.82	27.93
423890	DUSP5	54.87	60.93
423891	LOC423891	0	0
423892	RBM20	0.02	0.07
423894	SHOC2	8.78	10.81
423895	GPAM	10.41	18.79
423896	ACSL5	50.99	213.87
423897	ZDHHC6	55.96	66.92
423898	HABP2	0.3	0.66
423899	LOC423899	0.16	0.27
423901	CASP7	9.93	16.54
423902	DCLRE1A	4.76	8.84
423903	NHLRC2	7.68	6.58
423904	LOC423904	0	0
423905	C6H10orf118	5.61	5.29
423906	TDRD1	1.1	0.91
423907	VWA2	0	0
423908	AFAP1L2	0.19	0.18
423911	ABLIM1	3.49	4.75
423912	KIAA1600	8.63	5.45
423914	TRUB1	11.53	14.71
423915	ATRNL1	1.2	2.35
423916	PNLIP	0	0
423917	HSPA12A	1.45	0.93
423918	ENO4	0.04	0.15
423919	LOC423919	0.26	0.08
423921	SLC18A2	0.23	0.44
423923	EMX2	4.09	1.99
423924	RAB11FIP2	25.81	30.29
423925	C6H10orf84	7.57	8
423926	C6H10orf46	17.63	23.49
423927	EIF3A	52.87	86.25
423928	LOC423928	27.33	18.22
423929	GRK5	5.2	12.62
423930	RGS10	1.81	2.06
423931	BAG3	553.03	37.91
423932	INPP5F	2.16	2.07
423933	C10orf119	43.27	46.76
423934	SEC23IP	14.03	14.56
423935	BRWD2	9.66	9
423936	ATE1	13.45	15.32
423937	NSMCE4A	10.42	6.16
423938	LOC423938	0	0
423939	TACC2	2.1	1.83
423940	PLEKHA1	15.13	17.32
423942	LOC423942	0.07	0.58
423943	LOC423943	0.01	0.09
423944	LOC423944	0	0
423945	CUZD1	0	0
423946	LOC423946	0.08	0.2
423947	ACADSB	8.87	11.04
423949	BUB3	27.44	28.78
423950	GPR26	0	0
423951	CPXM2	0.05	0.02
423952	CHST15	0.35	1.1
423953	ZRANB1	8.88	9.27
423954	Fam175b	13.41	13.34
423955	METTL10	0.2	0.58
423958	CTBP2	0.14	0.08
423959	LOC423959	2.83	4.55
423960	DOCK1	2.18	4.78
423961	CLRN3	16.91	17.8
423962	PTPRE	1.46	1.42
423963	MKI67	8.2	28.67
423965	MGMT	7.13	13.07
423967	LOC423967	4.23	7.88
423968	GLRX3	27.19	23.41
423969	TCERG1L	0	0
423970	PPP2R2D	20.89	25.27
423971	BNIP3	10.53	17.43
423972	PWWP2	20.73	14.06
423973	INPP5A	9.74	9.12
423974	TCTN3	6.11	7.87
423976	ALDH18A1	2.62	3.02
423977	TMEM194B	3.08	6.41
423978	MFSD6	9.98	13.73
423979	HIBCH	12.41	22.81
423980	PMS1	6.85	6.75
423981	ORMDL1	8.65	7.18
423982	OSGEPL1	1.89	2.03
423983	ASNSD1	14.18	18.29
423984	SLC40A1	29.4	59.68
423985	WDR75	24.78	29.93
423986	COL5A2	1.61	3.8
423988	GULP1	2.52	2.57
423989	TFPI	0.51	0.75
423990	CALCRL	2.63	1.75
423991	KIAA1946	6.9	6.15
423992	ZC3H15	53.86	48.27
423993	LOC423993	0	0.16
423994	ZNF804A	0.25	0.42
423995	LOC423995	0	0.11
423996	LOC423996	0.3	0.1
423998	NUP35	5.97	7.58
423999	DUSP19	11.92	10.63
424000	NCKAP1	32.57	43.35
424001	MAP2	1.93	0.76
424003	C2orf21	0.12	0.16
424004	C7H2orf67	7.06	5.03
424005	ACADL	84.44	100.9
424006	LANCL1	7.18	7.14
424007	LOC424007	0	0
424009	SPAG16	0.18	1.08
424010	BARD1	7.92	23.27
424011	ABCA12	0.58	0.49
424013	MREG	0	0.12
424014	LOC424014	43.74	51.06
424015	UBE2F	21.3	25.66
424016	RAMP1	0.21	0
424017	RAB17	0	0.57
424018	LOC424018	0	0.1
424019	MLPH	0	0
424020	COPS8	23.12	21.72
424021	IQCA	0	0
424022	ASB18	0	0
424024	AGAP1	4.62	5.02
424025	TRPM8	0.02	0.12
424026	ARL4C	11.95	3.85
424027	SH3BP4	11.03	12.5
424028	UGT1A1	116.61	307.18
424029	USP40	6.31	8.82
424030	ASB1	1.43	1.57
424032	NDUFA10	50.34	74.86
424033	LOC424033	0.19	0.77
424034	SLC19A1	36.85	70.93
424036	MCM3AP	15.45	23.61
424037	LSS	42.5	80.14
424038	S100B	0.27	0.46
424039	PCNT	2.55	4.87
424040	C7H21orf58	0	0.41
424041	KMO	3.15	1.91
424042	C21orf70	15.35	20.14
424043	GLS	31.03	32.83
424044	STAT1	10.65	14.03
424045	MYO1B	8.05	11.22
424046	OBFC2A	0.06	0.1
424047	SDPR	49.88	35.33
424048	DNAH7	0.01	0.01
424049	STK17B	6.32	4.22
424050	HECW2	0.86	0.94
424052	GTF3C3	4.62	6.46
424053	LOC424053	0.58	0.32
424054	LOC424054	0.36	0.4
424055	ANKRD44	15.93	13.49
424056	SF3B1	36.91	46.25
424057	COQ10B	6.08	7.51
424059	HSPD1	258.05	209.84
424060	PLCL1	0.13	0.03
424061	BOLL	0	0
424062	RFTN2	0	0
424063	SATB2	0.23	0.32
424064	C7H2orf69	9.48	7.55
424065	C7H2orf60	5.61	5.53
424066	C2orf47	18.61	18.04
424067	SPATS2L	11.28	10.78
424069	KCTD18	0.38	0.38
424070	SGOL2	0.45	0.63
424071	AOX1	1.65	2.63
424072	AOX2P	1.47	2.03
424073	BZW1	215.51	233.12
424075	PPIL3	8.47	6.92
424076	NIF3L1	14.96	11.45
424077	ORC2L	4.63	8.31
424078	NDUFB3	16.97	17.83
424080	CFLAR	11.12	11.48
424081	CASP10	7.64	12.03
424082	TRAK2	5.91	6.88
424083	ALS2CR2	7.6	7.34
424084	ALS2CR4	4.47	7.13
424085	ALS2	2.66	3.05
424086	PFTK2	0	0
424087	NOP58	75.49	109.25
424088	ALS2CR13	10.56	9.48
424089	WDR12	23.86	30.48
424090	ALS2CR8	1.46	2.52
424092	PLEKHM3	2.1	3.59
424093	CCNYL1	70.45	59.66
424094	METTL21A	0	0.18
424095	CPO	0	0
424096	FASTKD2	9.25	17.1
424097	MDH1B	0.11	0.99
424098	LOC424098	0	0.2
424099	ADAM23	1.53	3.06
424100	ZDBF2	14.35	18.57
424101	GPR1	1.24	0.7
424102	NDUFS1	70.84	94.6
424103	INO80D	2.04	2.6
424105	ICOS	0.93	0.31
424106	CTLA4	0	0
424107	RAPH1	8.89	8.53
424108	ABI2	22.42	29.44
424109	LOC424109	9.03	13.76
424110	NBEAL1	2.16	3.13
424111	LOC424111	2.08	3.57
424112	IDH1	188.76	196.53
424114	PIP5K3	3.23	3.98
424115	DNAJC10	13.46	13.37
424116	PDE1A	1.13	1.35
424117	PPP1R1C	0.27	0.51
424118	SSFA2	5.03	5.08
424120	CERKL	1.06	3.48
424121	ITGA4	0.88	1.03
424122	UBE2E3	6.74	7.9
424123	CWC22	19.23	19.09
424124	ZNF533	0.54	0.93
424125	SESTD1	27.84	29
424126	TTN	0.04	0.05
424128	PLEKHA3	5.62	7.58
424129	FKBP7	4.54	4.29
424130	OSBPL6	2.59	5.5
424132	RBM45	21.8	28.91
424133	PDE11A	0.11	0
424135	AGPS	6.51	5.66
424136	HNRPA3	55.95	121.17
424137	LOC424137	0.07	0.19
424138	MTX2	12.51	23.85
424139	HOXD4	0.57	0.17
424141	KIAA1715	11.54	13.38
424142	ATP5G3	14.83	18.69
424143	WIPF1	0.27	0.46
424144	OLA1	40.39	36.8
424145	LOC424145	0	0
424146	LOC424146	0	0
424149	ZAK	3.13	3.34
424150	LOC424150	0.34	0.43
424151	DYNC1I2	15.75	15.3
424152	CYBRD1	1.57	1.68
424153	DCAF17	0.48	0.72
424154	METTL8	0.56	0.65
424156	GORASP2	53	43.64
424157	MYO3B	0.07	0.11
424158	ZNF650	5.17	8.06
424160	PHOSPHO2	7.42	8.07
424161	C7H2orf77	2.12	3.7
424162	PPIG	34.25	38.74
424163	FASTKD1	0.56	0.73
424164	KBTBD10	0.54	0.16
424165	BBS5	1.35	2.06
424168	LRP2	1.14	1.93
424169	RDH5	0	0
424170	ABCB11	0.05	0.11
424171	G6PC2	0.13	0.2
424172	SPC25	3.16	14.44
424173	STK39	1.6	1.07
424176	TTC21B	0.92	1.13
424177	GALNT3	0.59	0.23
424180	LOC424180	0	0
424181	SLC38A11	0.18	1.35
424182	COBLL1	1.91	5.24
424183	GRB14	0.43	1.56
424184	KCNH7	0.09	0.04
424185	IFIH1	1.72	1.41
424187	DPP4	1.16	1.38
424188	SLC4A10	0.05	0.05
424189	PSMD14	5.67	6.39
424190	TANK	3.7	4.49
424191	ITGB6	0.1	0.09
424192	LY75	6.88	12.9
424194	SLC4A3	0.24	0.24
424195	STK11IP	3.98	7.54
424196	LOC424196	0.66	0.99
424197	INHA	0.12	0.08
424198	OBSL1	0.3	0.2
424199	LOC424199	0	0
424200	DNPEP	25.95	34.5
424201	LOC424201	17.44	19.49
424203	FAM134A	38.25	38.91
424204	CNPPD1	57.15	63.44
424205	NHEJ1	1.07	0.73
424206	CCDC108	1.09	0.75
424208	PRKAG3	0.1	0.3
424209	TTLL4	2.6	3.61
424210	STK36	1.04	1.25
424211	RNF25	14	12.89
424212	BCS1L	4.08	5.07
424213	ZNF142	5.58	4.35
424214	LOC424214	0.06	0.35
424215	RQCD1	38.69	42.94
424216	USP37	7.87	9.13
424218	TMBIM1	65.71	71.25
424219	LOC424219	0.93	1.41
424220	IGFBP5	0	0
424221	4-Mar	0.04	0.05
424222	XRCC5	7.18	10.68
424223	TMEM169	6.93	7.05
424224	PECR	23.53	31.26
424225	MAP3K2	9.46	10.3
424226	ERCC3	11.88	17.49
424227	CYP27C1	0.35	0.31
424228	BIN1	4.98	4.29
424230	GYPC	3.43	11.53
424231	CNTNAP5	11.02	8.78
424232	TMEM177	1.45	2.42
424234	PTPN4	18.23	16.18
424235	EPB41L5	3.49	2.21
424236	LOC424236	2.25	1.87
424237	RALB	44.9	45.98
424238	TFCP2L1	25.34	36.46
424239	MKI67IP	36.09	47.48
424241	LOC424241	4.03	2.02
424242	IQCB1	1.48	2.24
424243	EAF2	38.31	21.09
424244	SLC15A2	0.1	0.13
424245	HSPBAP1	2.32	2.15
424246	DIRC2	13.08	10.74
424248	SEMA5B	4.54	3.45
424249	PDIA5	70.2	71.96
424250	SEC22A	50.49	50.38
424251	PTPLB	34.36	46.29
424252	CCDC14	18.04	18.96
424253	KALRN	0.33	1.01
424256	UMPS	37.98	50.87
424257	HEG1	5.53	9.58
424258	LOC424258	0.46	0.34
424259	SLC12A8	5.41	5.46
424260	SNX4	9.31	11.42
424261	LOC424261	0.11	0
424262	OSBPL11	16.77	21.08
424263	GPD1	16.61	59.91
424264	LMLN	1.91	2.6
424265	LOC424265	0.7	0.9
424266	PARP14	5	4.62
424267	DTX3L	7.67	6.96
424269	PARP9	3.2	4.18
424270	FAIM	5.66	6.35
424271	FAM62C	0.27	0.62
424272	PCDP1	0.03	0.03
424274	C7H2orf76	3.1	2.79
424275	STEAP3	3.08	3.79
424276	INSIG2	55.48	52.92
424277	CCDC93	7.51	12.72
424278	DDX18	40.17	39.12
424280	DPP10	0.12	0.31
424281	SLC35F5	6.53	12.31
424282	GPR39	14.97	15.28
424283	NCKAP5	0.15	0.12
424286	MGAT5	11.09	10.96
424287	TMEM163	1.06	3.53
424288	ACMSD	1.02	1.75
424289	CCNT2	11.66	15.04
424290	RAB3GAP1	10.21	13.08
424291	ZRANB3	0.56	0.67
424292	R3HDM1	19.23	32.68
424293	UBXD2	97.74	92.9
424294	LCT	1.54	1.86
424295	MCM6	47.77	68.18
424296	DARS	77.74	150.96
424297	THSD7B	11.42	7.28
424298	HNMT	1.79	1.38
424299	SPOPL	13.46	26.08
424300	LOC424300	0.08	0
424301	LRP1B	0.03	0.01
424302	KYNU	1.96	3.15
424303	ARHGAP15	0.12	0.09
424304	GTDC1	4.13	6.23
424306	ZEB2	1.28	2.9
424307	ORC4L	7.65	12.07
424308	MBD5	16.97	16.06
424309	EPC2	16.72	13.37
424310	LYPD6B	2.12	4.15
424311	C2orf25	60.91	57.23
424312	RND3	23.58	35.38
424313	RBM43	1.41	2.31
424314	NMI	12.52	11.27
424315	TNFAIP6	0	0
424316	RIF1	36.58	56.32
424317	STAM2	77.76	62.84
424319	GALNT13	0.33	0.92
424320	NR4A2	4.69	8.79
424321	GPD2	5.19	10.91
424324	GALNT5	0.87	0.75
424325	ACVR1C	2.53	0.6
424326	UPP2	1.49	0.44
424327	CCDC148	0.47	0.4
424328	PKP4	33.85	36.53
424330	TANC1	7.77	9.22
424331	WDSUB1	4.63	6.82
424332	7-Mar	17.53	30.52
424333	NAT5	24.38	36.47
424334	LOC424334	0	0.29
424335	LOC424335	0	0
424336	NTNG1	1.76	0.49
424337	SLC25A24	41.52	47.05
424339	FNDC7	2.57	2.36
424341	STXBP3	38.3	60.89
424342	GPSM2	13.92	26.59
424343	CLCC1	21.16	23.52
424344	WDR47	20.8	16.34
424345	CAMSAP1L1	19.36	18.15
424346	DDX59	19.61	14.39
424347	KIF14	1.13	2.38
424349	ATP6V1G3	0	0.11
424350	NEK7	12.93	11.8
424351	DENND1B	6.07	4.97
424352	CRB1	0.04	0.02
424353	ZBTB41	14.03	11.7
424354	ASPM	2.78	11.2
424355	F13B	16.85	25.35
424356	CDC73	21.16	29.15
424357	GLRX2	21.03	20.02
424358	TROVE2	9.99	8.31
424359	UCHL5	44.19	75.56
424360	RGS1	4.76	0.45
424361	RGS18	0	0.2
424363	HTATIP2	14.17	30.83
424364	SELP	1	1.14
424365	ATF6	37.4	38.96
424366	OLFML2B	0.49	1.18
424367	HSD17B7	135.25	87.83
424368	UAP1	15.72	15.91
424369	UHMK1	81	64.85
424370	C8H1orf111	0.86	1.57
424371	NOS1AP	7.83	17.03
424373	C14orf80	3.62	5.85
424374	CRIP2	159.39	137.52
424375	PACS2	12.56	24.95
424377	SEC22B	59.17	57.62
424379	REG4	33.57	11.06
424380	HMGCS2	7.76	6.78
424381	PHGDH	167.61	246.43
424382	PDE4DIP	3.54	2.36
424383	LOC424383	4.54	5.99
424384	TNFSF4	0.51	0.19
424385	C8H1orf9	25.68	35.58
424387	PIGC	5.02	9.64
424389	DNM3	0.34	0.29
424390	ITPA	16.32	21.1
424391	MYOC	0.7	0.39
424392	LOC424392	0	0
424393	LOC424393	9.47	10.34
424394	SCYL1BP1	35.21	41.75
424395	KIFAP3	16.37	13.81
424396	SCYL3	21.56	25.45
424399	LOC424399	2.58	2.24
424400	METTL18	60.82	95.65
424401	PHPT1	9.14	13.26
424402	SELE	0.04	0
424404	MGST3	11.37	15.7
424405	ALDH9A1	108.84	131.43
424406	UCK2	129.6	111.12
424408	DARS2	5.72	6.57
424409	RGS16	0	0
424410	RNASEL	7.52	9.59
424412	CACNA1E	0.08	0.01
424413	STX6	25.01	17.93
424414	KIAA1614	0.26	0.06
424415	XPR1	47.51	52.07
424416	ACBD6	9.88	13.3
424417	CEP350	5	5.27
424418	TOR1AIP1	28.08	28
424419	TOR1AIP2	12.73	12.89
424420	LOC424420	0.54	0.47
424421	TDRD5	0.19	0.46
424422	NPHS2	0	0.07
424423	AXDND1	0.39	0.73
424424	SOAT1	95.08	146.29
424426	TOR3A	8.83	8.6
424427	FAM20B	23.88	23.2
424428	LOC424428	0.17	0.11
424429	RALGPS2	22.99	34.93
424430	LOC424430	7.11	7.01
424431	SEC16B	0.89	2.29
424433	FAM5B	0	0
424434	LOC424434	3.88	15.23
424435	TNN	1.15	1.63
424436	MRPS14	38.09	33.94
424437	CACYBP	103.38	57.3
424438	RABGAP1L	4.44	11.86
424439	RC3H1	14.4	13.07
424440	SERPINC1	2.92	2.19
424441	HEBP2	7.56	10.93
424442	LAMC1	38.62	51.64
424444	SMG7	36.69	38.32
424445	NCF2	4.75	9.29
424446	RGL1	17.93	25.45
424447	GLT25D2	1.66	1
424448	C1orf19	8.05	10.1
424449	C8H1orf21	11.48	10.67
424450	EDEM3	48.43	47.63
424451	FAM129A	0.19	0.25
424452	RNF2	5.24	4.92
424455	C8H1orf27	20.81	19.4
424457	TPR	24.29	28.26
424458	RNPC3	7.27	5.53
424460	LOC424460	0.25	0.52
424461	OLFM3	6.32	9.74
424462	S1PR1	5.92	3.24
424463	DPH5	25.15	23.51
424464	SLC30A7	52.83	53.48
424465	EXTL2	1.28	2.43
424466	CDC14A	0.25	0.32
424467	VCAM1	0.13	0.2
424468	RTCD1	5.71	8
424469	LRRC39	0.42	0.74
424470	CCDC76	3.87	4.57
424471	SASS6	8.76	19.79
424472	SLC35A3	15.37	19.21
424473	LOC424473	0.21	0
424474	AGL	3.52	5.72
424475	PALMD	1.15	0.74
424476	LPPR4	0.31	0.54
424477	LPPR5	1.01	0.52
424478	SNX7	19.02	19.15
424479	PTBP2	8.67	7.23
424481	RWDD3	0.65	1.89
424482	HCCS	16.66	25.38
424483	TMEM56	4.67	6.61
424484	ALG14	2.5	6.25
424485	CNN3	104.18	71.55
424486	SLC44A3	3.12	3.64
424487	ABCD3	12.15	27.58
